,1,2,3,4,5,6,7,8,11,12,13,15,16,17,18,20,23,24,25,26,27,28,29,30,31,32,33,34,36,37,,,,,,,
hsa-miR-612,26.59212111,27.11997688,25.20966968,26.76367414,26.77873633,26.95834967,26.70137705,27.67892954,NA,28.25559116,27.65668639,27.47675283,26.43452995,27.706563,28.38200154,27.37397408,27.83683607,28.01810029,26.59510673,26.85515576,27.29796638,26.37176785,26.65677642,26.96877486,27.27679522,26.52755512,26.14896583,27.18265504,27.07324586,27.31136322,,,,,,,
hsa-miR-194,28.99385937,29.45143692,27.80639821,27.99759907,28.32505529,27.17022062,27.68688626,29.9323096,26.43510188,NA,28.09546609,26.94033343,27.81361297,28.65089324,27.46709299,28.23469086,26.17212024,27.86614102,27.19963323,27.9871995,28.56989825,24.90516451,24.50724664,27.72801847,26.94891577,25.28634781,24.10384259,24.56895051,25.25892059,27.45499607,,,,,,,
hsa-miR-411,31.23525333,32.40247151,32.35903718,32.72247341,30.25429156,32.284992,33.03508942,32.65764061,29.43789451,32.70884329,30.08985215,33.12023071,32.50865382,32.98228655,29.50595551,30.04521416,29.03534452,31.39578204,31.63583798,NA,30.9712795,31.36456989,29.74092501,32.84759564,34.39806494,31.4511921,29.51890282,31.33401112,29.53371477,32.48501282,,,,,,,
hsa-miR-548c-3p,30.17699579,30.60718572,31.21540555,29.48105365,30.8642466,NA,29.20750133,31.21124755,NA,30.24770779,32.75589528,NA,32.24053702,31.0176285,NA,29.98934989,29.17332368,31.24478629,29.54919535,29.91686272,29.48832783,30.85490045,30.69627363,29.72938233,31.04901302,30.64252314,31.6565365,31.36495824,32.00801324,31.57880572,,,,,,,
hsa-miR-299-3p,30.41045659,32.7811487,30.4923656,30.98374192,28.94608139,NA,31.17884054,32.1193513,NA,29.4563784,29.73565573,NA,NA,30.79072447,NA,31.49348879,NA,34.11816159,28.88901536,32.38422183,33.01300258,NA,30.01676639,32.94264206,31.8104022,NA,33.68298844,31.08422773,34.3148967,34.5312493,,,,,,,
hsa-miR-523,30.34337769,31.75395488,29.01395823,31.23870125,29.00503822,NA,31.83990759,31.75096694,NA,NA,NA,NA,NA,31.79252481,NA,30.77859945,29.42517787,NA,31.19899218,30.22950564,33.00576951,NA,33.79659162,31.90602747,32.25883327,33.19107968,NA,NA,31.8671071,35.42404073,,,,,,,
hsa-miR-382,26.38302297,29.10674449,27.69964337,30.80108235,28.85465122,28.36952563,29.86196809,29.73701606,24.49837799,26.2494568,27.5850663,29.15037538,28.41354714,30.98644973,26.55296261,30.48557046,29.34169009,27.99908415,30.34908719,31.20083751,29.93166034,33.71446363,28.77852318,29.90118314,30.50314414,30.42277112,25.97161811,27.16055896,24.90124939,28.96025557,,,,,,,
hsa-miR-515-3p,28.08658744,27.38802047,30.85737669,29.28877823,27.72749501,27.01103169,28.41375979,28.8666331,26.63016728,26.37908547,28.73172474,26.72288596,27.41304715,28.97972228,26.83706348,28.85406517,28.2322323,28.2510454,28.21587407,28.15968546,28.27263208,29.0463708,29.44055029,28.83510667,27.03998184,27.3962616,28.35134465,28.9593684,29.85114706,28.48906721,,,,,,,
hsa-miR-375,26.24076828,28.61066021,26.54916479,27.48934859,25.72867005,24.08423382,25.57712601,27.62511661,19.34113924,24.64577878,25.53976656,22.79589348,24.61083165,28.18104046,22.46172416,25.71122296,25.4739438,24.92577155,26.67092918,29.4147568,27.24295098,20.80530987,23.56144517,25.29212534,23.43222396,23.68593349,21.32978462,22.04401597,23.30579054,24.64552198,,,,,,,
hsa-miR-196a,27.10760622,30.98357585,30.26151081,30.6769713,29.21155567,31.13184998,30.79514859,29.99765312,31.66106683,29.85666694,29.6210964,28.13010167,30.11111838,30.33761502,31.25638076,30.48362653,28.55712466,30.46366781,30.79383106,30.25989079,30.21776312,29.7002698,30.37222361,30.75271009,31.15319132,30.28716294,28.66079431,31.030954,30.51996927,30.27593374,,,,,,,
hsa-miR-658,30.00104353,31.83955798,32.70080134,32.32422928,33.25404707,30.24091066,32.43614481,30.8311649,30.00324973,31.94432364,33.42319965,29.68676365,31.37808983,30.38272775,34.22110208,28.52351731,30.87003869,31.83917471,31.42368082,30.58661058,30.84578073,31.22675425,31.26907258,31.72463301,32.73865762,30.23889254,30.71628396,33.37198553,30.74000287,30.02709822,,,,,,,
hsa-miR-106b,22.31307402,22.69358612,22.68952575,22.9228394,24.25107586,21.58321438,22.4775314,22.95423882,21.29339683,21.77015523,22.32502925,22.11278859,21.78976049,22.91108167,22.24963688,22.60615286,22.61265605,22.39230588,22.49977528,22.17061937,22.60280238,20.62967852,19.29426849,22.56939136,22.16281225,20.78085573,20.42145135,20.2841016,20.24612327,22.0503737,,,,,,,
hsa-miR-210,25.2746796,25.63506107,25.43018347,25.48744045,24.88114417,25.03212199,25.08634125,21.86795851,23.56805803,25.56987742,25.19066361,24.06233815,24.34167086,27.22417586,24.66067771,26.41676998,25.45223746,25.9091768,27.30379621,27.04855064,25.63532237,24.55050604,23.48866737,25.31447045,25.35450419,24.14842113,22.58048028,23.4546529,23.36799125,25.56825319,,,,,,,
hsa-miR-511,29.354313,29.35932647,29.81711649,29.56476365,27.19412029,30.63307713,28.88291448,29.33520648,28.74351627,28.366702,29.60185564,27.76757213,28.98747351,29.41590577,28.72391818,28.93728182,27.19168363,29.33116475,29.19559368,28.34545832,28.85437475,27.22982541,29.02873548,28.50099837,29.65296455,28.48240987,26.96496786,26.76316381,27.71269889,29.42315076,,,,,,,
hsa-miR-514,32.79605092,32.76617023,32.27976925,31.96224587,30.16779181,NA,32.05536595,31.65534409,30.75060271,31.10900479,32.93803838,NA,33.25911915,31.73238807,30.82715318,29.66722188,NA,34.92155083,29.13282324,NA,33.52202533,29.24620563,30.98320081,31.04591509,31.22738859,32.22408739,NA,29.86132302,31.03875462,31.32035486,,,,,,,
hsa-miR-659,23.80315928,23.36258531,26.22365005,23.78427377,26.5813515,24.03549846,24.01797687,23.88915918,24.37759771,23.43353198,23.94996642,24.63263123,24.3726471,24.33675116,24.9394459,24.10545735,23.82470035,24.9423796,23.90949652,24.21951034,24.25935099,24.00509629,25.21201685,24.62085223,24.56510846,24.73957575,24.08741203,25.75546173,25.67415082,24.74853871,,,,,,,
hsa-miR-597,31.13553792,31.10316087,31.40490064,31.59622838,31.02279793,30.56164116,30.71403319,31.17487822,NA,31.09380802,30.8323309,31.91024627,32.37428218,31.38781251,29.81258225,31.65531494,29.35462259,35.19776747,30.71609195,33.24795574,31.58994056,29.9023547,31.18793287,30.41449332,31.18365386,31.86790379,29.1538686,29.71630844,32.9011637,30.85242793,,,,,,,
hsa-miR-130a,27.41274354,29.16099099,25.42584016,27.89198978,26.86190432,25.22769077,28.78922508,29.85237656,21.055254,26.4617817,28.65169385,25.61618767,27.70382055,29.13185109,24.81969474,28.88030546,27.78774745,24.79818907,24.52198429,24.46826508,28.14941309,24.55074889,21.88592011,27.0655581,26.01410634,25.67202511,21.45901441,24.62491516,24.17007916,24.43483349,,,,,,,
hsa-miR-652,27.22748854,28.31091605,24.19111287,28.55551803,24.09231104,25.45680523,25.57350823,28.20555073,20.84740118,25.5259329,27.02567011,23.13314441,24.89111219,27.95125598,25.10293172,29.16743672,25.14665815,25.8236925,26.68501095,24.49185482,26.12055244,23.18510922,22.69203178,25.85051838,24.06834458,23.50541787,20.89147049,21.8005457,20.1249802,24.91575846,,,,,,,
hsa-miR-183,30.79898389,31.4383717,30.38239052,32.37457057,30.07276995,28.25107358,31.90654279,30.78577504,26.08414823,28.18401357,30.12734484,29.56132684,29.97100799,31.81820535,29.058154,32.22099031,NA,31.09543264,30.89563557,31.4084656,32.09145778,28.26600354,30.27003425,31.19962006,30.28220928,30.25184615,26.40913426,27.97874905,29.04945423,30.23865715,,,,,,,
hsa-miR-192,28.87381327,29.11914766,29.15564088,29.47521849,30.37351612,28.52270822,30.1193222,29.95865451,26.51171042,30.56191341,28.36582823,26.99813767,27.76036902,29.73698341,27.68513022,29.0125807,28.89432881,28.54942587,28.70719937,29.05130439,28.41923047,26.77536177,26.86581153,28.56914752,27.52452334,27.12440961,26.72070371,25.77053607,26.54221141,28.98294894,,,,,,,
hsa-miR-30c,25.17444243,25.19526615,23.85845891,24.7573109,25.57494784,22.95170254,24.42351839,25.28508103,19.10949772,24.30159956,25.58799922,22.26327989,23.13611875,24.78144585,22.20853484,25.47898105,23.23706233,23.11215604,23.17083257,23.58985581,23.79810412,20.40388672,21.38551725,23.41099191,21.9238915,22.05676784,19.50025792,20.91593801,21.21689989,22.35047164,,,,,,,
hsa-miR-421,27.49123668,28.88098832,28.07105713,29.04065555,25.62996162,24.64482194,27.19606138,27.47097632,23.75950092,24.70188935,26.89043116,25.05038111,26.8101528,28.70151511,25.79091542,28.97051774,25.96385518,25.11616958,27.30139527,25.81938638,26.65876704,25.49086123,25.73924446,26.59274853,26.08959463,24.7710174,24.12032729,24.44646033,23.99498043,27.1279953,,,,,,,
hsa-miR-512-5p,30.66687526,30.42149204,32.28696833,29.90602372,30.43715703,31.12680054,29.89690804,31.40215076,31.45498255,NA,33.92507784,30.26385657,31.6205024,30.89352744,30.35117283,31.31886848,31.8890853,33.64741632,31.9632087,31.99684361,31.39927342,33.824161,32.28263214,31.20561413,33.3296099,29.73941856,NA,31.56328822,30.8161977,31.72103277,,,,,,,
hsa-miR-29c,24.19251051,24.65793528,25.07580283,24.2532597,23.55111067,22.99209877,21.70034509,24.24760971,21.96308057,23.14289316,24.12781251,21.89184723,22.541086,24.76010688,21.7284382,24.34743012,22.39802342,22.89756676,23.93310041,23.61507233,22.50046235,20.21586486,22.40325259,22.16824696,21.38271966,21.27190518,21.04134835,20.49019201,20.75747181,21.88797719,,,,,,,
hsa-miR-410,29.36456481,29.02505604,29.65769552,29.4445484,28.73403221,30.4761898,29.57599546,29.47894637,29.17694328,29.02558951,29.05690483,28.94756263,29.10074791,29.30337649,29.24426657,29.83931454,28.35924052,29.88636253,29.89490935,29.33777933,29.19042284,29.38926246,29.3353006,29.97039198,30.34041546,31.24885772,30.65714539,32.25225292,29.97948543,29.7830923,,,,,,,
hsa-miR-938,31.53035989,30.8684364,32.25997251,32.26075884,30.56089559,30.02944748,31.31471401,30.67982241,33.51677454,30.24535726,31.63050538,30.68924609,31.03104149,31.64500969,31.11577396,30.97990182,31.25919934,31.15925537,30.70720987,30.69820103,30.91172945,31.05846456,32.05580976,31.16036006,29.88087,31.79178983,32.69334532,32.01231094,31.95730644,31.65476163,,,,,,,
hsa-miR-641,30.76602844,31.67624056,31.21374687,30.24399011,31.17608301,31.6793592,31.769504,32.03505473,NA,32.49591269,NA,29.93233364,NA,32.04332227,32.36757168,31.39591354,31.95246175,31.88737373,30.56476639,30.51979847,31.58364921,30.59344892,32.10986758,32.62399193,31.87061499,31.60876859,30.82688267,31.76555715,31.27202832,32.020888,,,,,,,
hsa-let-7i,25.48163019,26.18307165,25.61095532,26.34088646,24.66213386,23.29888857,23.84913655,25.67325377,19.42774157,23.12813791,23.3196677,21.66243981,23.45431279,25.47166286,23.2582394,26.0179524,23.71891814,24.41997963,25.17690734,23.91093465,23.91090539,21.41559126,20.69879507,23.01504047,22.22726151,21.12170126,20.34971517,20.45979126,NA,22.54540093,,,,,,,
hsa-miR-628-3p,22.57881881,25.41328779,24.77459952,25.51417938,25.27332182,23.78665293,25.03788633,25.36146629,21.78044148,24.11955225,25.60997145,23.86212999,24.78231174,27.05502469,24.92145511,26.34993939,23.93802497,25.04375843,25.27571552,25.28658756,25.40543046,22.85403501,26.66029954,25.21106024,25.04099019,23.81013012,22.23552275,24.16694147,24.03365625,25.16734246,,,,,,,
hsa-miR-188-5p,19.1891268,24.3183084,21.60301921,23.5670032,22.91656993,21.96069551,23.82983738,23.23713964,18.83672847,21.68927743,22.50219301,NA,18.91063257,24.1464988,18.6810952,23.67901687,NA,NA,20.21443476,23.82278565,24.63108422,23.75685467,25.08658431,23.67060734,24.88514483,22.61019211,24.7410103,24.88489818,24.52327942,24.4553869,,,,,,,
hsa-miR-92a,22.57203699,21.01509818,23.876075,21.50469747,22.50614665,22.66004982,21.95676156,21.57483138,20.79575924,22.29316541,22.88573763,21.35886778,22.01911587,22.00914653,21.35082645,21.78872717,20.92495478,21.27048987,21.80693194,21.99127209,21.41420408,21.20617674,19.69618225,21.21971854,20.81689544,19.99544842,19.91785472,20.25723373,18.96999746,21.07759487,,,,,,,
hsa-miR-126,NA,NA,34.18817932,33.92913034,29.58716755,NA,30.65012638,29.1390358,30.01113265,NA,30.03464915,28.35473298,28.29384219,32.81467511,30.14512971,31.46463755,31.58001214,29.13704533,28.53569429,28.40471581,30.91515292,28.70575289,26.98270484,30.46995341,28.78077461,29.33462333,28.17267979,28.10770237,26.76340887,29.48315117,,,,,,,
hsa-miR-181c,26.21247991,27.99012864,26.12287209,26.75042528,25.16428942,25.52174524,25.64505657,26.09160968,22.87248863,24.6770819,27.21100602,23.07632444,23.86591672,26.29645918,24.22709261,27.58639776,22.80247432,23.14500213,23.85224596,24.05134237,25.21900693,22.52428555,22.80881203,24.31056717,24.47878518,23.0627419,20.54698537,21.98334998,21.40501711,23.86838801,,,,,,,
hsa-miR-30b,25.01177411,25.13075728,24.78352372,24.27626372,22.42504123,23.67970769,24.1343509,24.20258005,19.19526147,19.28726331,24.23541662,22.68154326,23.55254964,24.82471986,21.27115908,25.40522305,22.70058916,22.25946141,21.12076722,21.95219282,24.61298068,21.21218922,19.29885954,23.45819855,22.55296139,23.2058053,20.0234729,21.82144941,23.64881507,21.73050532,,,,,,,
hsa-miR-370,24.04721127,24.2184163,24.37433646,24.28690321,24.8646821,22.3556317,24.78800884,24.66935473,24.43805761,21.79375446,23.82769909,23.97872122,24.90409324,24.72987109,24.20306502,25.7473774,24.5509683,24.0600449,24.13135095,24.51389172,25.23624475,23.27171795,23.57601264,24.46216823,24.57764685,24.52224364,23.68434142,24.23108656,25.02896955,25.01831094,,,,,,,
hsa-miR-301b,30.84082051,32.10570674,31.20681635,31.60601601,27.23191025,31.35753865,30.94544846,31.60470167,NA,30.33249374,NA,29.403798,29.54237553,31.52790203,30.36715432,30.53621293,31.94347551,29.48573794,30.24846989,30.04892022,31.30259463,27.98965232,28.87010151,30.74084181,30.19565804,28.88830369,27.16041616,26.68824956,27.48221472,30.29623449,,,,,,,
hsa-miR-340,29.6144163,30.86386876,29.49978966,30.68560902,29.4757034,28.76122594,28.8945905,31.27350438,25.53791679,27.45197926,29.85096545,27.39429315,27.6839482,31.31325716,27.11876442,31.90039816,26.82913068,27.43585313,29.2132295,27.26915122,29.04403009,26.12424818,28.21677335,28.89349986,27.54912741,28.24264135,25.21557099,24.81688503,25.01976856,27.25915673,,,,,,,
hsa-miR-15b,22.91705699,24.64085811,23.4890481,24.59503936,23.0165854,22.70337165,23.15907702,24.13607211,20.48526676,22.00069314,23.9059564,23.37576195,21.14277425,24.09662709,23.0672801,23.69241971,20.94366215,21.79204763,21.83512749,21.36136936,22.4875331,21.78636497,20.81413116,23.80598814,22.7214128,21.68156786,21.00881976,21.21489939,20.95650773,22.0857158,,,,,,,
hsa-miR-330-3p,25.54958303,25.64864384,28.21393385,25.54395405,22.98753463,25.71420295,25.28749021,25.95851606,24.49922281,24.72984618,25.54608586,22.88295124,24.03873119,26.23405713,24.11234435,25.77321545,24.23001266,24.83760024,25.78007707,26.11324615,25.474412,25.03238253,25.17395145,25.5891339,25.70663982,24.71362908,24.13831457,24.79287583,24.64516715,25.14509113,,,,,,,
hsa-miR-372,30.19256779,29.98169951,31.29082912,29.98083069,29.31991715,30.00047152,30.213213,30.61918358,31.65947523,28.28406712,28.81929241,29.05399435,30.62901168,30.52196725,29.91440038,30.50214528,30.04899616,29.8235741,31.53690386,30.88825441,29.66569743,32.82228357,30.03404236,30.83208537,29.77561016,27.56662591,26.7563221,31.40384896,31.4433123,29.27584307,,,,,,,
hsa-miR-379,NA,31.71498804,31.45690247,32.15765077,26.9578216,32.56628893,NA,33.72437148,33.12319694,33.37798501,NA,NA,NA,31.18173454,NA,30.50850336,NA,32.65636399,30.40943475,29.50980502,34.24913886,NA,32.03915997,31.74678979,32.16190148,NA,29.37533835,NA,NA,31.37436401,,,,,,,
hsa-miR-93,23.39743416,23.40846299,25.77889275,24.00195289,24.09801278,22.0951298,22.56859357,23.87853555,22.08423805,22.60874628,22.80580039,22.65103295,22.28866915,23.81519125,22.61988612,24.39092439,21.93897973,22.80097405,22.62602319,21.64948396,22.98262904,22.00801921,20.07236194,23.14838664,22.6469245,21.86936635,21.4687438,21.27585743,20.97381174,22.32720017,,,,,,,
hsa-miR-10a,24.29653268,34.71442566,28.60184686,34.32401894,29.0042364,32.87689027,33.77477515,32.69263478,30.00071947,32.31853001,22.65443111,NA,33.40711465,33.52017835,28.65863363,34.55721446,NA,NA,NA,32.35527171,36.77784568,32.46367398,31.72371066,33.51730434,31.69764049,31.97673946,NA,30.34531168,29.47004625,31.30240667,,,,,,,
hsa-miR-193b,24.30861212,25.30490508,27.68796952,24.69580814,26.93814849,25.57321499,25.32463649,25.55037781,26.21202877,25.4406251,25.34060828,26.53243624,25.91500534,25.62904084,26.03744743,25.35677603,24.90090334,25.96646834,24.23916812,25.1559031,25.81375297,26.04034793,25.43606854,25.92571363,25.72951801,25.479578,25.21683499,28.33284363,25.95482033,26.01536318,,,,,,,
hsa-miR-651,NA,33.05093823,28.45247869,31.29260971,28.97107337,NA,32.28663545,32.33745527,29.49096829,31.66159699,33.49198224,32.19719428,NA,32.49003219,30.85469936,32.58419507,NA,NA,32.78805379,31.38394247,32.64430862,NA,31.76536029,32.57553292,30.44205921,32.36299765,30.56332146,29.95614105,31.84729431,31.5685127,,,,,,,
hsa-miR-618,32.47970505,32.37594208,33.11820989,31.38462743,29.7907607,30.68965712,33.12363099,31.54856631,33.52260762,29.8016428,30.51478537,29.86210379,30.13681591,31.85243074,33.57878937,32.08664496,29.73498566,35.71619605,30.30831543,30.4763161,30.92938457,32.70237687,31.0973026,30.29266086,33.61354532,29.19766362,29.25489867,29.851531,29.19543217,31.70394976,,,,,,,
hsa-miR-518a-3p,25.81035012,25.04687697,28.56287286,24.86984636,25.4524803,26.39387913,24.89346074,25.43084462,25.87863702,25.57579478,26.28679284,26.46978153,25.76096741,25.65989183,26.38227164,25.584036,25.47010426,26.32709797,24.93391288,25.62123898,25.5712364,26.15495288,26.22473582,26.23374836,25.98658332,26.38207169,26.29879265,28.08544856,27.41512002,25.45602367,,,,,,,
hsa-miR-647,24.86439689,25.59807581,26.5093085,24.61361421,25.48437208,25.34628647,24.35233984,25.63177995,26.41989917,26.06099067,24.86325963,25.04260247,25.0251661,26.16817408,25.47084275,25.52341426,25.91551118,25.53915099,24.98643263,25.34767189,25.14995597,25.21706666,24.33154984,25.2008265,25.54349518,25.66797629,26.10999034,25.64671347,25.87009679,25.4026701,,,,,,,
hsa-miR-15a,24.89695848,26.51149505,24.39463138,26.5429123,24.97959016,24.78605135,23.91203241,24.64706663,24.60785977,24.27886384,26.42413631,22.10018016,21.94028478,24.55585822,25.06600666,26.61526052,22.19814061,22.54695426,24.04669053,23.93227695,22.87052164,22.59613189,22.01995982,23.13676253,23.45000819,20.48869786,20.64272056,20.61481906,NA,23.15382611,,,,,,,
hsa-miR-564,23.36583207,22.45424318,24.40226404,22.35351352,25.52586481,23.51088256,22.95608573,22.79378836,23.96499854,23.51116561,23.32108445,23.92416045,23.44983015,23.18174978,24.11709091,22.86271028,23.87449203,23.67966183,23.33135347,23.75677528,23.48575495,23.97257054,23.53017955,23.3754539,23.54582034,23.49215211,24.50740266,23.7752532,24.07306768,23.62877318,,,,,,,
hsa-miR-548d-3p,29.16955571,29.65094326,32.94973936,29.23847703,33.21908955,32.36500934,29.46223677,30.13126975,NA,28.3463891,30.14468546,29.43465832,29.71027854,29.86587354,30.23538743,29.3540319,NA,28.40456194,30.34357634,29.41169841,29.89953023,28.88234436,29.96688018,29.90671197,27.35659492,28.65472329,29.87087633,29.20694213,28.4252492,28.51766733,,,,,,,
hsa-miR-371-3p,29.67491308,32.21696487,30.10854223,31.08815801,30.21582888,33.36842326,31.22814468,30.40671359,34.08636777,NA,30.94142626,NA,34.28557077,32.12200585,29.90238064,32.11149441,NA,29.79214165,33.45174685,29.85447028,31.78024517,NA,31.218777,31.73261325,29.80704995,32.79348254,32.85492143,NA,31.35553155,31.8716086,,,,,,,
hsa-miR-190,NA,NA,31.90244939,NA,27.95004268,NA,NA,NA,28.38873202,NA,NA,NA,NA,33.77707026,29.50379864,NA,NA,NA,NA,NA,36.57499112,NA,29.83726024,34.14702066,NA,NA,28.27881343,31.5838833,34.8160452,31.06399709,,,,,,,
hsa-miR-33a,29.68661408,30.88246228,30.31481098,31.34269472,28.815942,NA,33.50345688,31.677239,NA,NA,34.06606703,26.32862373,27.07646103,30.34205972,27.79738396,28.94347135,28.41837725,26.64981428,28.00578391,28.14505037,29.42274198,26.74224993,26.85898483,29.48194339,27.7134343,25.63886178,24.64573769,25.58023437,24.69331709,28.17273628,,,,,,,
hsa-miR-504,26.42883142,26.8702823,26.59288244,27.0445626,25.46299383,26.67889841,26.62037933,27.26781838,28.25344985,26.41987152,27.01913819,26.21287649,26.6889145,27.80575155,28.61256675,27.39600318,25.9106642,27.96652175,27.0642272,26.8758682,26.75383605,26.00711907,26.74504548,27.0569952,29.13091786,26.90184596,24.33970532,26.83338775,27.01762905,27.20640022,,,,,,,
hsa-miR-18b,27.03083252,27.53524439,32.32027638,29.09746729,27.22436522,26.93259992,28.15694921,27.40431327,26.88627823,24.73076018,26.76884485,25.15968055,24.93023324,29.14413639,25.69637026,27.45338555,25.52112937,25.59052946,28.48283353,28.27538461,28.11734902,23.80454578,26.10867205,26.88542346,27.01730879,24.40055718,22.81460341,23.31329867,24.49288887,28.20453879,,,,,,,
hsa-miR-506,28.99046851,27.23178254,28.80244232,27.28409804,27.92202734,28.45405696,27.98692637,27.52068984,NA,27.56979126,NA,27.83754654,28.09928772,27.46667269,28.58807715,28.03603132,27.76327167,27.48627271,27.13591229,27.65294125,27.57399728,29.71564659,28.06513837,27.74024903,27.01419002,27.51883998,29.25643903,29.69023401,28.56163992,27.50470765,,,,,,,
hsa-miR-324-5p,23.74598881,25.43729324,25.54595218,23.98270585,23.63067704,23.52926281,22.51758532,24.4314143,23.07229809,20.89325219,25.49501239,22.48657443,22.37608669,23.41096394,24.82349009,25.33737615,22.45501767,23.6089909,24.98041997,23.80001205,20.54686948,22.64091342,22.67800931,22.35674514,23.68475103,21.09210669,22.67805646,23.13310778,19.35001654,24.78707675,,,,,,,
hsa-miR-215,33.07456178,29.87800918,30.92776845,31.41375977,32.2356046,30.99633568,NA,31.00793909,NA,31.19864418,NA,29.98797633,33.04367901,31.41591935,34.42209924,31.15156158,31.35078531,31.65439287,28.14749196,30.95554555,31.70026695,NA,31.29662223,30.24771421,30.54677809,32.4213091,NA,33.9774199,34.31738393,30.84824927,,,,,,,
hsa-miR-200c,22.73118688,22.73207011,25.45121892,22.8862404,25.48119412,20.84754616,21.86046264,22.72092542,18.73884859,21.3106495,20.65675718,20.76961099,22.72378287,23.12156008,19.94160903,23.86021716,22.11334866,20.63960376,21.49303258,22.20711889,23.93006311,19.39374147,20.53397601,22.69700372,20.77819214,22.56949311,19.43891052,20.2650882,21.20174409,21.2005108,,,,,,,
hsa-miR-95,29.67244564,30.20859326,30.45985021,30.24744514,27.9639197,28.29790303,27.98420835,29.65268196,23.69511814,27.96286921,28.22668191,28.03677548,28.54859847,30.43506037,27.36735337,29.17693305,28.07024049,28.49058128,28.51765549,28.79855145,29.30398355,25.70756868,28.49500611,31.08962087,28.47679674,30.33424919,25.34685147,25.88394643,28.059454,27.42727516,,,,,,,
hsa-miR-376a,31.21228889,31.23452372,28.97559935,31.10823324,23.68405046,33.74574332,30.74666976,31.21868347,30.43008151,30.32472584,31.30270519,32.3476152,31.11216499,32.26815912,32.86165438,31.5171004,29.4360722,34.53194928,31.7016666,30.38507171,31.51775924,31.14614606,31.3212097,31.53805086,32.79356482,30.68671746,NA,31.03786971,33.53459153,31.89331634,,,,,,,
