"","1","2","3","4","5","6","7","8","11","12","13","15","16","17","18","20","23","24","25","26","27","28","29","30","31","32","33","34","36","37"
"1",20.1787153722043,19.9722284588404,23.1910408956067,20.032963278725,22.3060253111946,21.8510070637618,21.4514094169004,20.7316417685965,24.216738151476,21.655019060856,20.5554763755606,23.4422105989755,22.4048753119732,21.4246928224565,23.1740239715547,21.4718045031392,22.3046544423741,22.8282014830593,21.9423752012164,21.9097351817505,22.2694134475955,24.1104141089807,23.1803057385697,22.5026515988659,23.2563606988115,24.2632273097885,25.6494159835755,25.2169478407146,25.0159607870091,22.8308061118626
"2",29.6284967119432,29.7411771199906,28.2582227413942,29.921305232723,30.0588041722744,29.0441787242629,29.1049171071997,29.1182083277305,28.5468978423038,29.9103203177659,NA,29.2239756208493,30.1205411531196,29.3904661108041,30.5838638015752,29.4408615854566,30.3286748159545,29.5385562817949,29.8025031096753,29.7411591756075,29.5627627283867,30.9537000173356,30.2744844540198,29.0716187893726,29.4296413940695,29.4411710330964,28.8149131663025,31.6023176616353,29.1439567365509,29.0343904199553
"3",27.9586466218801,26.8876653593384,28.50347533563,27.2179793036272,26.2142466082955,28.146389087919,27.1375338258465,26.5602699931151,26.7764231444493,27.5551088321748,26.1726572790134,25.6995075690775,25.5276320110928,27.4444551469043,26.6913817743928,27.3558085467068,25.2908880977269,27.1572250597829,29.8089059348405,27.5643571277105,26.8005403894566,26.8384412987534,27.7842273189018,27.0870704939166,27.6579064840218,27.2023196240688,26.9862205185459,26.3955597006208,27.5783726221337,26.6260424528051
"4",19.5460978646726,22.0933901216786,21.064721135288,22.4875258194049,22.5262912964511,19.5589798507086,21.1756911139056,21.7678073019227,19.8803588747595,19.4829451071394,19.359307956835,19.8987283821506,19.3683540086556,20.0488383673153,20.7443386412431,20.0430316754043,20.4406996704451,20.1402002242897,21.4309702426294,20.8775411452563,18.5441857574873,19.41608354124,21.8753181076423,20.3654352536673,20.2887763494088,18.6370292913853,19.2783456925179,18.8064744550888,17.8724754360547,19.1800796488058
"5",33.8479713564763,30.6869166218621,31.0385824675473,30.5135584595283,31.367524987645,31.4607727104942,31.2037415807616,30.9805515365558,31.6224137638656,NA,31.956725652034,33.6303726952171,31.1625883049694,30.5049937528933,35.4378761327654,31.4084747156111,31.4494084931783,31.8297460991221,32.0407455670172,31.760337653653,30.9014190840245,31.2331616516761,32.023371042535,31.5459163879299,31.9024726798214,30.9235831687481,32.7367645956298,34.1415615290385,31.8934038678011,30.706202980175
"6",22.9889840792027,24.2261693012648,24.2480134177417,24.736894048778,23.5453695391731,25.731396528661,25.5817352220251,25.5709639862952,21.8204445928288,24.4478657307851,25.1167426387505,25.9816439539696,25.3389370377142,26.1478759028752,24.959186985284,25.2905750408728,25.0273176211987,25.2317008825569,25.1647196916445,25.3685950233593,24.8666352474287,23.6459568992231,26.4866789253413,24.7397687986409,24.9459621918986,25.299209481179,24.1501960506407,23.8964846162769,21.8146713947506,25.5785670601383
"7",30.8115305717911,32.4646507468849,31.701387608708,30.8875089521623,28.0426777662083,31.3496050241736,35.1349205336355,32.8293956970061,NA,NA,31.7840228717145,31.2873679424205,31.2953116982683,31.232169943539,31.8360652957283,32.6871581680473,32.6362922373978,32.4865072793107,NA,30.9418227338268,31.8744896194893,33.9002556193624,28.8751565092362,31.9060124568465,33.342653909525,30.8067672984635,30.8305355711867,34.9730653116512,31.4337871231767,32.0311925349034
"8",NA,32.7786635302771,32.7709117873138,32.9903660008477,30.7469552762783,NA,NA,33.6905342152749,30.9699540725935,NA,NA,NA,NA,32.6526932997466,31.0949758854055,30.6553351552743,NA,NA,NA,NA,31.1980002755016,NA,31.4559580130326,NA,31.9561263274143,NA,30.8274881698294,NA,32.3388266997035,32.0252593812023
"9",30.3356853469864,31.0769994110029,31.0838459772802,31.2729500546108,28.7793648437144,33.3971053479336,31.6681023387707,32.583701489663,32.4163424272158,31.3260392974771,31.9183814472117,32.0414540906543,31.4517248539015,30.8744008014216,33.1738349755044,30.1886931368719,32.8045068241784,31.0453068291741,31.2585432434562,32.0100259047197,31.4771950080012,NA,32.1965882942412,32.0067435602395,29.9677892659472,32.7184928640637,31.0675067522051,33.3162400366866,34.7333286966196,31.5230962700177
