,1,2,3,4,5,6,7,8,11,12,13,15,16,17,18,20,23,24,25,26,27,28,29,30,31,32,33,34,36,37
hsa-miR-194,0.516727403,0.302503639,1.167156484,0.840231643,0.821465151,1.86302594,1.080816657,0.236836028,2.883860813,0,0.97787989,2.038871305,1.033261501,0.607125625,1.429595513,0.756487879,3.030218643,1.064001143,1.554240634,0.902257618,0.567517427,8.383763933,10.47886969,1,1.728614636,5.343871762,13.0439106,10.34720721,5.820497404,1.261181662
hsa-miR-411,3.799102157,1.359962601,1.728997985,1.104628956,7.498552721,1.869242238,0.922420074,1.245052544,12.50805943,1.373251651,8.532214785,0.977691082,1.386782694,1.048444739,12.09485566,7.497672145,14.47784307,3.203026733,2.495938351,0,3.734545087,3.312154299,9.68203287,1,0.343896009,2.589400759,10.6281713,3.307373711,10.45358172,1.341955201
hsa-miR-548c-3p,0.911113532,0.543608325,0.439932628,1.203109788,0.565831275,0,1.508244792,0.390768582,0,0.870863325,0.15482001,0,0.192328602,0.471292808,0,0.897568347,1.515277801,0.409580317,1.220956351,0.948231987,1.202194959,0.543076001,0.575045521,1,0.403567779,0.522344644,0.278157612,0.372813406,0.216646323,0.289639508
hsa-miR-299-3p,7.187557867,1.117237734,6.734889091,3.937663318,19.83351894,0,3.567197557,1.93125994,0,13.97820632,11.64923349,0,0,5.115443517,0,2.93470305,0,0.518387456,17.89458702,1.590204801,0.968789987,0,8.541651494,1,2.208020311,0,0.633221561,4.200368436,0.406067064,0.347033407
hsa-miR-523,3.670472952,1.109965962,9.147940427,1.608555639,9.281109916,0,1.099699597,1.215299689,0,0,0,0,0,1.245257752,0,2.348092556,5.753234442,0,1.759127349,3.451716975,0.474629715,0,0.303144008,1,0.788787053,0.403646004,0,0,1.079950306,0.091109192
hsa-miR-382,14.23604374,1.732531395,5.66830542,0.542817977,2.566567148,3.659147106,1.079381333,1.222995141,49.79365759,15.67691758,6.282303447,1.987415374,3.074679252,0.542492517,12.15014856,0.7168156,1.518889281,4.376329087,0.789997823,0.438648723,0.995945826,0.084287566,2.447483817,1,0.663676722,0.685214101,16.1190375,7.742104243,33.63702732,2.003720473
hsa-miR-515-3p,2.087585706,2.723626839,0.303361039,0.739574848,2.677561595,4.481323556,1.406721251,1.067861965,5.426508857,6.844119172,1.355249739,5.106399418,2.938051009,1.041256955,4.765820835,1.060763295,1.565255355,1.755258503,1.655259312,1.724542361,1.502214643,1.023477938,0.738769265,1,3.49583821,2.666707881,1.479275424,1.062777676,0.519791222,1.32665492
hsa-miR-375,0.643794991,0.100127348,0.515605045,0.220861885,0.91812557,2.923590863,0.86213693,0.2166233,50,1.952320948,1.06255357,6.663672641,1.758193196,0.155396575,8.485988361,0.803830729,0.908592432,1.509400888,0.414378424,0.061989208,0.263119619,26.5669296,3.730372074,1,3.656377317,2.994689804,16.48942728,11.00594348,4.165181477,1.633942319
hsa-miR-196a,15.54544553,0.851204146,1.732165782,1.067457336,3.616170029,0.973133751,1.019987232,1.842045327,0.627082951,2.321225733,2.764062979,7.27372354,1.710468616,1.534785243,0.841485812,1.295172998,4.72105434,1.43064381,1.047320983,1.519515767,1.473823068,2.457488089,1.46319885,1,0.763146719,1.358262078,4.509740584,0.955188676,1.235234867,1.452491822
hsa-miR-658,4.103644287,0.922434184,0.626423137,0.668427665,0.430442977,3.539565485,0.641480716,2.027525017,3.881107065,1.071144456,0.388667979,4.849900116,1.394108747,2.917731241,0.211424206,9.884561498,1.863633264,1.081535145,1.327559783,2.376461104,1.870557946,1.673215071,1.541355669,1,0.49878465,2.754814545,2.127969863,0.369782546,2.080131459,3.385311255
hsa-miR-106b,1.484146534,0.916526237,1.13386065,0.79277951,0.387326897,2.507112774,1.119496146,0.835901089,2.850232248,2.170578817,1.494371565,1.620780191,1.882214167,0.908306702,1.48909522,1.047753805,1.00017952,1.323820695,1.130875978,1.423620233,0.993922559,4.545556647,10.88117342,1,1.335234093,3.398151927,4.688312321,5.646634778,5.260911044,1.495648701
hsa-miR-210,1.277308533,0.799878196,1.137340878,0.898424779,1.677873998,1.539218846,1.230392662,11.89895969,3.949027379,1.044952029,1.374573109,2.81321141,2.151882806,0.306346512,1.877059354,0.500610944,0.936763422,0.775348006,0.271401176,0.324594884,0.814374591,2.012109112,3.984620844,1,0.97974611,2.20727142,7.037772279,4.204455877,4.051689913,0.875373709
hsa-miR-511,0.687771658,0.550996383,0.494917382,0.484535525,3.074147044,0.288725644,0.806123896,0.612186654,0.994861119,1.369016705,0.588175881,1.963614762,0.782587942,0.610487788,1.022259674,0.794312063,2.554141418,0.658591535,0.665831642,1.20274634,0.796220542,2.859805627,0.779652023,1,0.453302935,0.996404355,3.067703778,3.863574231,1.81547121,0.550800321
hsa-miR-514,0.369380693,0.303167646,0.52395818,0.536670626,2.283792171,0,0.52178911,0.715400284,1.444326913,1.193959562,0.339869665,0,0.236448167,0.715224841,1.388419406,2.794818242,0,0.079769802,4.058415253,0,0.182821307,4.125170044,1.173935909,1,0.888251471,0.434685063,0,2.632974639,1.056435748,0.86292909
hsa-miR-659,2.190118828,2.389501653,0.405726633,1.808781422,0.319261131,1.898952315,1.595341142,1.812454346,1.393139251,2.840537467,2.00842224,1.171459168,1.302248748,1.401569039,0.956666415,1.536295932,1.789647611,0.936983066,1.764403285,1.426158415,1.306871798,1.815667556,0.746117499,1,1.046997038,0.905942385,1.531100374,0.527591072,0.506539253,0.955327443
hsa-miR-597,0.753809349,0.619757315,0.620270927,0.446491481,0.815074299,1.142902288,0.853492118,0.644327777,0,0.778910234,0.944314426,0.418799819,0.281852263,0.586264071,1.810756547,0.454779662,2.148596233,0.042521848,0.87431558,0.151493724,0.450365787,1.689835429,0.657562446,1,0.591050393,0.359186308,2.534591743,1.879418606,0.187553512,0.770474483
hsa-miR-130a,0.976797052,0.233745413,3.839971693,0.571176267,1.430938706,4.524371007,0.318049367,0.158157419,50,1.895554689,0.420168831,3.225350839,0.704434502,0.274837115,5.658991175,0.305514742,0.624742816,5.637248948,6.282759925,6.53453859,0.479885253,6.771865624,40.73726893,1,2.087773704,2.584253718,50,6.288624511,7.821923929,6.464228975
hsa-miR-652,0.478418813,0.181500468,3.892732585,0.155333399,4.203279618,1.662740535,1.272794709,0.213338943,37.74469911,1.562037572,0.558653272,7.767550081,2.13199803,0.268353038,2.003146834,0.107853352,1.678745913,1.192879344,0.604297998,2.769174386,0.843571531,7.516980653,10.03609389,1,3.464596589,4.997876435,32.90366889,19.18722582,50,1.995172679
hsa-miR-183,1.640291658,0.846564094,2.171372538,0.448596138,2.713506194,9.770256126,0.643524449,1.454069894,40.80168355,10.08717419,2.65268251,3.67661699,2.569365245,0.749685003,5.263956553,0.529495748,0,1.258591117,1.330353018,0.934292903,0.54820168,9.052778473,2.140911521,1,1.902536798,1.897353676,29.27534904,10.80009849,4.666077887,2.031741138
hsa-miR-192,1.006014039,0.682283252,0.820675831,0.540500794,0.355750944,1.307027239,0.358691364,0.416602849,4.899117997,0.313400154,1.452457632,3.509086527,1.920628401,0.512315997,2.20182349,0.790385333,0.82264527,1.187019712,0.97926606,0.773050987,1.12859935,4.108266801,3.66033414,1,2.077916614,2.6776226,3.809422934,8.059626591,4.284065903,0.783471269
hsa-miR-30c,0.365987346,0.290008804,0.903696807,0.398353354,0.277267835,1.740062687,0.520677915,0.297747744,23.20846402,0.672793668,0.278967601,2.616789165,1.326544512,0.445188365,2.745632609,0.256329624,1.162679316,1.440388633,1.272780806,0.953912241,0.777817803,9.525859855,4.576085555,1,2.823753183,2.514791508,15.91000795,6.530328011,4.810332372,2.17689823
hsa-miR-421,0.666569886,0.204504295,0.442291411,0.185633964,2.421825648,4.883029508,0.691440372,0.593789631,8.388033128,4.625799912,1.026329631,3.440106168,0.943043126,0.266863732,2.07990068,0.2067977,1.593740796,3.258484651,0.659378109,1.845682629,0.971710099,2.543176217,2.030934116,1,1.427674883,3.477247747,5.870770668,5.127976867,6.363465509,0.720218682
hsa-miR-512-5p,1.805070357,1.720186438,0.582376293,2.493254292,2.116624274,1.336688682,2.602134778,0.952449803,0.990148298,0,0.191539399,2.268664438,0.822399706,1.429022295,2.157144513,0.993648099,0.641736299,0.215509005,0.637381949,0.623976184,0.889432537,0.192936402,0.532783519,1,0.231088572,2.717745378,0,0.904020544,1.376935515,0.730185567
hsa-miR-29c,0.305459423,0.177852668,0.164233673,0.23872588,0.476465738,0.714991553,1.452855751,0.258258699,1.356840684,0.634722322,0.324347281,1.430466189,0.846722353,0.190925515,1.618312569,0.237315477,0.878885544,0.706275249,0.317091518,0.396108341,0.80798532,4.585649975,0.955040445,1,1.736329654,1.830904461,2.310215239,3.706754349,2.794944641,1.267533139
hsa-miR-410,1.890992135,1.92355994,1.530575482,1.458295609,2.92749734,0.891342676,1.380686831,1.534424018,2.039949791,2.401017887,2.376212648,2.399801412,2.003390967,1.827608719,1.97356897,1.177019892,3.148522806,1.241127818,1.135483915,1.674122394,1.746643914,1.772608157,1.745609367,1,0.77942932,0.40549302,0.657186731,0.238199223,1.044600367,1.188427073
hsa-miR-938,0.96147175,1.222950922,0.575052385,0.472386893,1.882660112,2.771683431,0.943854021,1.522866266,0.229835007,2.35193223,0.910689707,1.637164907,1.199238409,0.822616613,1.230519592,1.218004532,0.962383882,1.171800473,1.47526572,1.487563636,1.208524723,1.271595346,0.604238354,1,2.445286734,0.634980836,0.365550697,0.641779972,0.60503822,0.740900714
hsa-miR-641,4.50422744,1.926783148,3.275290314,5.272332777,3.389839601,2.435946807,1.899312796,1.641698041,0,1.363129773,0,7.630322099,0,1.721434622,1.425138144,2.51775804,1.641544472,1.951036053,4.491041866,4.642769975,2.092110551,4.840939742,1.60521185,1,1.698063623,1.988165788,3.676257747,2.100213985,2.683299635,1.585411799
hsa-let-7i,0.224801953,0.111137044,0.203833472,0.101011653,0.39672596,1.03958074,0.589226216,0.172903418,14.1466039,1.153282736,1.021401136,3.016104334,0.808616531,0.209688457,1.007990888,0.134078455,0.632723022,0.442173076,0.240808425,0.580310998,0.546673544,3.590521372,5.597896328,1,1.73904173,3.654195808,6.710656757,6.808565043,0,1.4453243
hsa-miR-628-3p,7.703732567,0.868269791,1.667675332,0.820923945,1.190070059,3.396990581,1.184405839,0.983396785,12.69073486,2.658019453,0.956784272,3.0084407,1.475852369,0.320629101,1.458299105,0.488077486,2.490713227,1.314873542,1.030374899,1.024745059,0.888994347,6.070306493,0.4116243,1,1.133342273,2.597537984,8.320476495,2.388691133,2.377505285,1.07584592
hsa-miR-188-5p,27.75732684,0.637608065,5.165707151,1.088275445,2.09557405,4.14037585,0.94066932,1.4739824,3.36E+01,4.92517023,2.835476351,0,29.70789927,0.827625653,3.79E+01,1.068548009,0,0,11.82687663,0.97172099,0.52273059,1.116123603,0.421224832,1,0.434062919,2.051430034,0.503731098,0.499241825,0.582113539,0.605825467
hsa-miR-92a,0.486663927,1.151139919,0.195470293,0.831311278,0.509403218,0.466360861,0.630228357,0.853308163,1.579036202,0.592709388,0.397536078,1.072469356,0.629990766,0.665962915,1.089430082,0.724497505,1.264254945,1.130413741,0.717281453,0.632544462,0.888923289,1.196056826,3.231436517,1,1.331762372,2.298168928,2.608087879,2.257281532,4.999437014,1.151789727
hsa-miR-126,0,0,0.093632412,0.092094748,2.291185003,0,0.927112703,2.745690887,1.617656966,0,1.705838486,5.117027929,4.955089609,0.226600043,1.494336674,0.539381191,0.477464355,2.949622511,4.118399448,4.51908268,0.74712258,4.024876906,12.6046831,1,3.248316911,2.160768937,5.199605944,5.956036523,13.72361933,2.068458396
hsa-miR-181c,0.332494747,0.077960188,0.350885639,0.186672525,0.687573498,0.546643373,0.416532277,0.317583769,3.189131283,0.967496902,0.168958162,2.778542667,1.492209781,0.290588542,1.264139852,0.110969158,2.931454183,2.626583205,1.48056297,1.292368191,0.541929322,4.086953282,3.18301621,1,0.89645034,2.335999555,14.3672343,5.81314438,7.876717964,1.418074038
hsa-miR-30b,0.423296552,0.313358084,0.491768956,0.57449827,2.542883591,1.085485738,0.657397219,0.65151491,22.59641555,22.46767482,0.736092372,2.023343073,1.027009006,0.446403557,5.432894377,0.278748658,1.742469082,2.687676284,5.446222684,3.066936044,0.456863232,5.620714217,20.08405091,1,1.886550535,1.171703859,11.43872474,3.602131128,0.921098949,3.456823459
hsa-miR-370,1.656654961,1.182790673,1.30967559,1.143696803,0.940040108,5.450491887,0.838073676,0.945444775,1.196811188,7.929651414,1.958359917,1.651220375,0.80713109,0.956103608,1.427790916,0.441000465,0.969104123,1.5472921,1.355327883,1.041793156,0.594826099,2.704186051,2.077422929,1,0.929827474,0.943529358,1.813724685,1.359600901,0.709681322,0.709862244
hsa-miR-301b,1.159367135,0.387851939,0.892177823,0.556041867,14.14519002,0.82539298,0.911543212,0.599732781,0,1.655413639,0,2.983755837,2.516234187,0.667056802,1.545816441,1.238582653,0.44778868,2.794763333,1.515923091,1.744379501,0.689137399,7.977482986,4.110687416,1,1.469878962,3.552298587,12.65428698,19.22209666,10.06078977,1.420462772
hsa-miR-340,0.753876314,0.254912486,0.809491551,0.292463898,0.829954727,1.387150024,1.04964317,0.209677953,12.04755105,3.387836569,0.649639474,3.338713692,2.535642888,0.215115657,4.082398334,0.133708488,4.310612383,3.216003486,0.86339641,3.329120263,0.916423364,8.077986901,1.796720339,1,2.557769101,1.54442866,13.53907741,19.54484698,15.40979603,3.240231342
hsa-miR-15b,2.300978253,0.56002878,1.53508418,0.586168927,2.147578443,2.71785106,1.644786941,0.868241105,11.75991986,4.359427492,1.177076865,1.591416939,6.945188318,0.941023584,1.990856946,1.162821526,7.494590474,4.729090525,4.224220913,5.878349454,2.536908365,4.804436735,8.941372798,1,2.136262484,4.288981248,7.352816802,6.979822268,7.576465471,3.439087992
hsa-miR-330-3p,1.277096084,0.958554862,0.199792978,1.045084408,7.54179201,1.160527625,1.294713862,0.84490992,2.505321997,2.262835025,1.299741604,7.707528587,3.211400585,0.736122875,3.320662457,0.946044343,2.64385838,1.971311701,0.944014862,0.750893449,1.101399821,1.742906896,1.498814484,1,0.928521788,1.804650609,2.891760356,2.011622539,2.022320021,1.419907025
hsa-miR-372,1.935671018,1.801038096,0.896660643,1.827275659,3.544240018,2.252401092,1.61312917,1.265014032,0.66328237,7.294767127,5.091073015,4.050715277,1.262141454,1.427073705,2.253810949,1.350975346,1.773516638,2.355663568,0.66113012,1.038587891,2.283116234,0.298240054,1.954341214,1,2.095055976,9.45891153,17.83812327,0.779347126,0.688160802,3.069483668
hsa-miR-379,0,1.021185249,1.506567232,0.761849872,34.35090695,0.717151966,0,0.277136744,0.453343906,0.402664018,0,0,0,1.702903865,0,2.53563606,0,0.623321355,2.72296735,5.090393294,0.179526325,0,0.917811119,1,0.75544671,0,5.47394184,0,0,1.351142164
hsa-miR-93,1.045554795,0.834142919,0.199004316,0.560533835,0.643352776,2.626436578,1.57001971,0.657974095,2.460981018,1.813132102,1.599657496,1.667214074,1.989653774,0.725042326,1.720922391,0.454239007,2.38325044,1.489713429,1.54776677,3.051873226,1.141059461,2.611921536,9.478534798,1,1.426001715,2.387060312,3.388792971,4.241665228,4.745695258,1.844129751
hsa-miR-10a,50,0.435674182,37.18980314,0.579036027,28.37160834,1.97282636,0.878746406,1.933106542,13.46992412,2.863179278,50,0,1.183442498,1.148752277,34.61564283,0.522734811,0,0,0,2.416342527,0.106142551,2.459516084,3.896646465,1,3.555808012,2.861515858,0,10.44032131,17.37935521,4.845519564
hsa-miR-193b,3.811655413,1.536077913,0.363271939,2.375687547,0.615944911,1.615911896,1.593353892,1.415770492,0.96511302,1.745853139,1.892485367,0.775588362,1.104587886,1.413835748,1.104158835,1.594383691,2.097010294,1.138289507,3.468640062,1.841144523,1.099293813,1.094377014,1.578204824,1,1.154052771,1.340109001,1.729083216,0.218388917,1.03020958,0.980849807
hsa-miR-651,0,0.71848878,21.47270372,2.464615891,15.11351828,0,1.283325436,1.287282992,9.984218916,2.350193609,0.66837398,1.535197543,0,1.221321021,3.93268622,1.068360921,0,0,0.930000738,2.466358972,0.969854795,0,1.970841822,1,4.419818998,1.13977574,4.267349038,7.118105993,1.741442898,2.097649902
hsa-miR-618,0.272867411,0.235722541,0.173839605,0.475155966,1.759552133,0.961163419,0.147626075,0.457025366,0.125445984,1.753043434,1.081513957,1.591781976,1.221492387,0.390439754,0.122304807,0.309943502,1.516976626,0.027281884,1.06597239,0.950749456,0.654240358,0.222986477,0.643493566,1,0.100804303,2.101197785,2.171799403,1.572686826,2.248983767,0.392418454
hsa-miR-518a-3p,1.666376537,2.274129221,0.245237792,2.606911527,2.135503335,1.132663356,2.659725251,1.904160836,1.505451561,1.968091447,1.215990799,1.002812929,1.521591269,1.713324321,1.076358179,1.686197613,1.749772987,1.097539326,2.653065179,1.650956065,1.610075498,1.251397051,1.131041535,1,1.195553444,0.887544522,1.011211223,0.320945749,0.46351017,1.789403049
hsa-miR-647,1.568891742,0.758485516,0.497543899,1.521666189,1.020844066,1.144240199,1.891428525,0.809609514,0.50558034,0.687141684,1.594101692,1.317962842,1.238385361,0.588695765,0.989427064,0.859442782,0.628001096,0.926137147,1.250251652,0.975319608,1.053716602,1.171619391,2.053259568,1,0.794348999,0.711563759,0.56329588,0.850400638,0.66102387,0.907462603
hsa-miR-15a,0.366813908,0.096302051,0.515308709,0.095542726,0.346392708,0.403477768,0.613748594,0.383141048,0.424544505,0.565164352,0.129211199,2.422787777,2.512768341,0.430428661,0.31326107,0.096425817,1.975401044,1.762264546,0.573512423,0.622125665,1.223367004,1.723539988,2.437567344,1,0.810715663,6.165762853,5.959414649,6.653184429,0,1.031461603
hsa-miR-564,1.250875352,1.891661005,0.604815741,2.056769337,0.279883276,1.152224036,1.404793204,1.633444165,0.782162517,1.135345955,1.309981327,0.807413229,1.041327359,1.316443738,0.713529272,1.533475257,0.729250073,0.948299266,1.111051023,0.829015499,0.94233722,0.783294918,1.009690915,1,0.895116363,0.907215078,0.482693704,0.878005732,0.648163996,0.875654964
hsa-miR-548d-3p,2.071208012,1.192683757,0.149513778,1.609569144,0.125080649,0.230294607,1.429454596,0.934129079,0,3.678624826,1.069697821,1.638231588,1.256345576,1.18409117,0.950004373,1.576517661,0,3.316754597,0.796066176,1.521828636,1.022285465,2.410131302,1.07808517,1,5.899655163,2.342750646,1.084450579,1.881484479,2.935298712,2.733592763
hsa-miR-371-3p,5.173054411,0.714047142,3.798549858,1.583256347,3.555598608,0.407265045,1.490150635,2.736157466,0.230259155,0,2.183078167,0,0.186835745,0.878764892,4.242498451,0.826553495,0,4.494291956,0.327301255,3.96943956,0.984173419,0,1.604891342,1,3.82663655,0.471505152,0.485930028,0,1.365213196,0.947868186
hsa-miR-190,0,0,5.839921613,0,50,0,0,0,50,0,0,0,0,1.487502542,29.8137005,0,0,0,0,0,0.189024602,0,22.29115992,1,0,0,50,6.845893805,0.661136477,8.844479626
hsa-miR-33a,1.078215465,0.378384253,0.691839909,0.27887457,1.971521558,0,0.064680566,0.238317366,0,0,0.052594405,10.50792085,5.808969582,0.634118954,3.83503821,1.56106791,2.154106823,8.338288848,2.997966197,2.727700735,1.05981892,7.914167474,6.923962558,1,3.431936046,14.11636114,30.21795999,17.31332092,29.05412015,2.586427584
hsa-miR-504,1.920497346,1.1369397,1.699947858,1.02162959,3.751088913,1.644839365,1.421688566,0.943064544,0.513569096,1.939879926,1.295073348,2.120205908,1.415077061,0.685004505,0.405875728,0.849716377,2.281297587,0.62334194,1.072213819,1.224267949,1.255076694,2.453124172,1.395313286,1,0.239250015,1.095328769,6.95677445,1.352575381,1.080284055,0.941053517
hsa-miR-18b,1.123427593,0.636671868,0.028488527,0.218604619,0.982389017,1.224908046,0.435113552,0.761735371,1.176278912,5.553922169,1.367703408,3.906369944,4.251553662,0.240520007,2.720241486,0.725023256,2.65335507,2.872916869,0.356114867,0.412032832,0.433075605,10.0256357,1.925710435,1,0.919313131,5.506291594,17.77710769,13.77734836,5.519659043,0.418308254
hsa-miR-506,0.522352897,1.42100274,0.590162618,1.38952386,1.095454666,0.771662541,0.885345371,1.270864998,0,1.403765007,0,1.104036725,0.854860685,1.391381533,0.662895518,0.875560616,1.014311672,1.396289957,1.638256643,1.147186639,1.141450364,0.301315453,0.897354555,1,1.666212713,1.146807918,0.369831155,0.299809202,0.594873029,1.22883829
hsa-miR-324-5p,0.474366004,0.118084765,0.135106659,0.328161732,0.513834691,0.561490003,0.939620059,0.259100273,0.716745079,3.439828499,0.14328004,1.079420048,1.081818429,0.554293864,0.215825402,0.13616523,0.962762018,0.491538556,0.174845165,0.397086562,3.566458145,0.973043265,0.89961224,1,0.401231755,2.36338257,0.846638118,0.676301713,8.448956469,0.193636401
hsa-miR-215,0.175126417,1.290694785,0.769142859,0.451373637,0.313256796,0.753264498,0,0.64439925,0,0.645242652,0,1.414040614,0.157872865,0.512184891,0.066077206,0.574434337,0.479782541,0.441640257,4.620493325,0.661109437,0.371662141,0,0.543266257,1,0.818724349,0.218033215,0,0.087316364,0.062602967,0.688352112
hsa-miR-200c,1.213465452,0.974933999,0.182651124,0.888351752,0.1803808,4.56086501,1.875832077,1.073505738,18.29325728,3.260736599,5.18888059,4.49237514,1.076255619,0.857605092,8.056069989,0.479914007,1.544541589,4.873716086,2.482503551,1.516428198,0.43273538,11.6965114,5.033866923,1,3.808769987,1.07454458,10.12059264,6.250697023,2.963504387,2.944957098
hsa-miR-95,3.318408354,1.839699921,1.906793221,1.815812645,10.84538429,8.763868022,9.040497242,2.955066339,50,10.89500796,9.177592594,9.801014328,6.38117602,1.811898623,15.74638799,4.046708931,8.356530277,7.094307394,6.407626361,5.284847282,3.507039554,49.41223216,6.789259064,1,6.161739629,1.660463956,50,42.74773261,8.58734076,13.21495316
hsa-miR-376a,1.557333751,1.23282667,7.279448903,1.36439109,50,0.27398284,1.818023306,1.361898313,2.53687826,2.892202751,1.485061275,0.673860246,1.472926858,0.693916258,0.476675045,1.090516589,4.424462858,0.146983266,0.962066747,2.401226507,1.031617386,1.554713702,1.306294809,1,0.421907786,1.774666725,0,1.638394415,0.263432252,0.815913552
hsa-miR-29a,0.244602619,0.139388698,0.656318341,0.129510523,0.09178121,0.579937786,1.103427478,0.128251455,2.418385599,0.717210064,0.220185983,1.472630471,0.621170891,0.147232771,1.31668564,0.139526596,0.656148459,0.566501738,0.296158964,0.360485332,1.014471063,6.702914698,1.196126694,1,2.350428545,3.810998464,5.479111878,6.626952562,6.026372502,1.965671002
hsa-miR-26b,0.79328517,0.372587413,1.010024215,0.572943496,0.756056771,1.615362146,0.544863998,0.263250289,15.50348926,1.883760483,1.0394686,0.927650864,1.115566272,0.423064597,2.770327125,0.085650487,0.850765835,0.678231984,0.674018506,0.870740159,1.078650666,5.278620799,4.020819566,1,2.059530536,1.172866317,2.517059093,4.716348296,2.237862248,1.24061397
hsa-let-7a,1.066150217,0.579653074,0.226518266,0.674954894,0.198894635,3.018201227,0.801421699,0.471614,13.19615832,2.063700219,2.122802645,2.719205544,1.294145956,0.441644002,4.505003639,0.626510124,1.516671395,2.131252606,2.134351403,1.850083286,0.828297072,7.264755916,7.071561859,1,1.972121456,0.847114055,3.311496241,3.558586197,1.812480103,1.295453921
hsa-miR-770-5p,4.147911181,3.115949088,2.177347322,3.143645549,0.248507892,2.206390864,1.379132784,1.517383029,0.321358714,1.59569643,1.733680755,1.073349884,1.343250815,2.403125249,0.926177573,1.653543373,1.30581764,0.952766139,2.430722424,1.669382223,0.954774846,0.347264662,0.646501473,1,0.725581894,0.476938287,0.157764291,0.306757636,0.392740931,0.762244094
hsa-let-7g,0.40516356,0.158864043,0.41612124,0.187127735,0.607363082,1.880127202,0.525096025,0.172616891,0,2.634705872,0.35857886,2.269006164,1.403678513,0.340862088,2.074713696,0.224228343,0.389105538,0.653967934,0.383658467,0.438400513,0.688907699,8.995672488,2.560443687,1,2.422711822,4.025043271,15.22937347,10.18085114,9.319195058,1.789035945
