1,2,3,4,5,6,7,8,11,12,13,15,16,17,18,20,23,24,25,26,27,28,29,30,31,32,33,34,36,37
19.15190135,23.73503636,24.41814124,23.59394089,22.44722899,21.18933767,22.76730468,22.13406273,22.83570865,21.10885743,20.27036415,23.57974532,23.21107683,20.88125898,22.17908003,20.95048598,26.59844543,24.4199362,24.55886597,24.41291553,21.7564851,24.27064722,25.419,23.02026566,24.18340466,26.0921636,26.60470259,24.46983252,25.78410336,20.753338
24.64331273,30.29818778,25.25050157,30.80864752,25.64792283,25.01882563,28.17261189,26.89412682,24.46513201,25.63043054,NA,27.58459589,28.09666545,26.21153552,27.01895305,25.97593255,32.79223858,29.14837568,30.64887268,29.93895842,27.14332446,29.02274487,30.966,27.68865583,28.63170475,30.33605284,29.14060234,28.88767478,28.80296428,24.69191592
23.45505608,27.99351871,26.56973274,27.98293392,23.58526596,25.17051797,26.84165685,25.02851708,25.20926603,25.31896826,22.94157514,26.12781973,25.86574396,24.38767122,24.38345653,24.65650359,28.3083591,27.44319659,29.87759071,28.80995216,25.40269749,26.95809178,29.605,26.43135899,28.02345065,29.90531023,30.50434076,27.26940182,29.94856881,23.53872869
18.05361908,23.50495133,20.48187274,23.78754797,21.56054427,18,21.23832736,21.72380826,18.60565196,18,18,19.22824707,19.02799115,19.27201891,19.49716729,19.43253584,21.97072364,20.0148164,21.87587473,21.31368267,18.07151198,18.76987472,22.432,20.30395957,20.57145395,19.62074641,19.59806517,18,18,18
28.13744165,31.35123251,26.39594346,30.82317145,26.05344645,26.50377465,29.96620305,28.28445739,26.4083191,NA,27.08954694,32.06448217,29.43521835,26.70260988,31.42062561,27.32743698,33.61623597,30.73662821,32.51243256,31.82340268,27.89420084,29.36147055,32.853,29.61085658,30.22085697,31.97025854,33.49512263,31.81859462,31.6194382,25.89752075
20.26282466,27.12234616,23.10411748,27.39910491,22.09313591,23.90641515,26.42195476,25.70913737,20.7981623,23.10651206,23.04974307,25.90100088,25.74837246,24.83105131,23.37567412,24.13289315,29.11806753,26.45109239,27.10989221,27.55550076,24.60675051,24.37748246,28.652,25.08529111,26.24466107,28.0945094,26.99512038,23.66713479,23.34416338,23.72259351
25.28280004,33.76712525,27.40877996,31.66777738,22.89746021,26.69413366,34.3498555,30.66384774,NA,NA,27.10488991,30.03252764,29.86414213,28.17318328,27.92760932,29.05604496,35,31.85894608,NA,31.58819305,29.48970045,32.04311785,30.344,30.28762593,32.12562941,32.55890896,31.38868246,33.10119399,31.52907005,27.65552646
NA,35,29.66520738,35,26.28665216,NA,NA,32.60218246,25.87131516,NA,NA,NA,NA,30.82904766,27.58853499,28.4353412,NA,NA,NA,NA,30.29556296,NA,33.77,NA,31.76094218,NA,31.32603402,NA,33.02485116,28.7796824
24.11090237,31.22759761,26.32213445,31.04460872,23.32971501,28.35010836,29.83389613,29.50880388,27.47312118,26.7834547,26.84099084,30.38602267,29.32734013,26.64961625,28.87402792,25.8198897,35,29.9013119,30.8824864,31.79388618,28.25025866,NA,32.491,29.72731364,28.1962903,33.05692591,32.14137164,30.79440383,34.34742665,26.60233588
